respid,text,sex,age_cohort,political_id3,college
826,언어소통,Male,60+,Progressive,Some college or more
827,없음,Male,30-39,Centrist,No college
828,선진국가 국민이라서,Male,18-29,Centrist,Some college or more
829,한국어 구사 능력.취업 가능성 유무,Male,40-49,Centrist,Some college or more
835,동포,Female,30-39,Centrist,No college
837,특별하고 한국에 도움이 된다,Male,30-39,Centrist,Some college or more
838,각 나라별 사람들이 모여 살면 여러가지의 지식이나 문화 기타등등 좋을것 같습ㄴ다,Male,40-49,Centrist,No college
840,북한으로 부터 망명을 하는 경우엔 불허 될시 북한에서 처벌을 받게 될테니 인도적으로 허락을 해줘야 한다.,Male,50-59,Conservative,Some college or more
841,망명과 공부 중에서 공부는 다시 돌아갈 것이기에,Male,50-59,Centrist,Some college or more
842,같은동포라서,Male,50-59,Progressive,Some college or more
843,능력과 인권,Male,50-59,Progressive,Some college or more
844,도착후에 안정적인 생활 확보,Male,40-49,Centrist,Some college or more
846,좋아서,Female,40-49,Centrist,Some college or more
849,한국에서적응잘할것갓아선택했어요,Male,40-49,Conservative,No college
851,취업계획을 중요시함. 대충와서 알아보겠다던지 무계획일경우 범죄에 악용되며 나중에 실제 범죄자가 될 가능성 있음.,Male,50-59,Conservative,Some college or more
852,농사를지어면서생활하면되니까,Male,50-59,Conservative,Some college or more
853,이민목적이 우리 사회에 유익 (단기근로와같이),Male,30-39,Progressive,Some college or more
856,느낌,Male,30-39,Progressive,No college
861,한국에서 경제활동을 할 의자가 있는 프로필 선호,Male,30-39,Centrist,Some college or more
866,한민족,Male,30-39,Progressive,Some college or more
868,선호보다는 거부감이 적은 직업과 성별,Male,60+,Progressive,Some college or more
870,"여성후보자 우선인 이유 : 정착이 목적인 경우가 많음 연구개발자는 기술 이전에 도움을 주며, 프로그래머는 검증이 될수 있는 툴이 미제공되어 검증이 반드시 필요합니다. 그래서 선택을 하였습니다.",Male,40-49,Centrist,Some college or more
871,이민 노,Male,50-59,Conservative,Some college or more
874,내용이 한국에 정착하려는 것 같아서 선택했습니다.,Male,30-39,Progressive,Some college or more
877,처음 신청,Male,50-59,Conservative,Some college or more
878,한국어 가능 목적이 확실함,Male,30-39,Progressive,Some college or more
881,선호하지 않는다,Female,18-29,Centrist,Some college or more
882,한국의 인력이 모자라므로(약간의 3D 업종?),Male,60+,Conservative,Some college or more
885,한국어 가능,Female,30-39,Centrist,Some college or more
889,일단 대화 소통을 위해 한국어를 배우기 위해 노력을 햇는가 여부가 이민에 대한 의지를 보여줄 수 있기에,Male,50-59,Centrist,Some college or more
890,법을 잘 준수할것 같음,Female,60+,Progressive,No college
891,고용계약이 확실히 체결된 자,Female,30-39,Centrist,Some college or more
892,구직활동 부분에 선호하게 됨,Female,30-39,Conservative,Some college or more
896,확실한 직업,Female,30-39,Centrist,Some college or more
897,구직활동을 하니까,Female,30-39,Conservative,Some college or more
898,취업허가,Male,30-39,Progressive,Some college or more
900,동포,Male,50-59,Progressive,Some college or more
901,왠지,Female,40-49,Centrist,No college
902,중국 동포는 신뢰성이 떨어짐.,Male,60+,Progressive,Some college or more
903,구직활동여부 및 조건,Female,30-39,Progressive,Some college or more
907,국내 경제에 도움이 되는냐의 여부,Male,40-49,Conservative,Some college or more
911,직업이잇자나요,Female,30-39,Progressive,Some college or more
918,경쟁자보다 나은것 같아서,Male,60+,Centrist,No college
921,동포라서,Male,60+,Centrist,No college
926,의사소통과 의도,Male,30-39,Centrist,Some college or more
927,국내 정착 사유의 판단,Male,40-49,Progressive,Some college or more
928,한국어 사용,Male,30-39,Progressive,Some college or more
929,허가받고 우리나라에서 할계획이있어서,Male,40-49,Centrist,No college
930,"동포, 공부, 여자",Female,40-49,Centrist,Some college or more
931,국적,Male,30-39,Progressive,Some college or more
933,취업 우선,Male,40-49,Centrist,No college
936,한국 사회에 빨리 적응할 것 같아서,Male,60+,Progressive,Some college or more
938,전문직,Male,60+,Conservative,Some college or more
941,그냥,Female,40-49,Centrist,Some college or more
944,특별한 이유는 없다,Female,30-39,Centrist,Some college or more
945,한국어를 할 수 있으며 구직가능성이 보임,Female,18-29,Centrist,Some college or more
947,한국사회에 어울려 이웃이 디기 쉽고 한국사람에게도 도움이 될수 있는 요건이 많기 때문임.,Male,60+,Conservative,Some college or more
948,범죄와의 연관성이 적어 보여서,Male,30-39,Conservative,Some college or more
951,한국산업에 대한 기여도 고려,Male,40-49,Conservative,Some college or more
953,직업,Male,60+,Centrist,No college
956,망명,Male,60+,Progressive,Some college or more
968,유창한 한국어 전문직,Female,30-39,Conservative,Some college or more
971,보호해주기로,Male,60+,Centrist,No college
973,확실한 근로선택때문에,Male,40-49,Progressive,No college
978,둘다 이민반대,Female,40-49,Progressive,Some college or more
983,일,Female,18-29,Progressive,No college
986,언어소통에 장애가 없고 간호사라는 직업에 점수를 줌,Male,60+,Progressive,Some college or more
990,그냥 느낌이좋아서,Male,30-39,Conservative,Some college or more
991,첫번째로 망명보다는 분명한 목적이 있는 공부나 취업등이 1순위이다. 그이유는 이민자들 중 범죄가 제일 간과해야 될 부분인것 같다,Male,18-29,Centrist,No college
992,한국어 능력과 의지,Male,30-39,Conservative,Some college or more
998,어느 정도 자격을 갖추었다고 할까요?,Male,60+,Conservative,No college
1021,이유없음,Male,60+,Centrist,Some college or more
1022,언어가 되어서,Female,30-39,Conservative,No college
1025,한민족이여서요,Female,40-49,Centrist,Some college or more
1027,명확한 목표가 있는것 같아보였음,Female,40-49,Conservative,Some college or more
1031,정착성,Male,50-59,Centrist,Some college or more
1032,구직활동,Female,18-29,Centrist,Some college or more
1034,우리국민이었으므로,Male,60+,Progressive,Some college or more
1037,정착 후 주변과 좀 더 잘 어울리며 생활할 것 같음,Male,60+,Centrist,Some college or more
1042,취업,Male,60+,Conservative,Some college or more
1047,이민에 대한 거부감이 없슴,Male,50-59,Progressive,Some college or more
1048,미래,Male,60+,Centrist,Some college or more
1054,종교적인 제약이 있을것으로 판단함,Male,60+,Conservative,Some college or more
1055,단기로만 한국을 있을 것이고 안전이 보장된 나라에서 와서.,Female,18-29,Progressive,Some college or more
1063,사상이 사회주의인 공산당은 믿을수도 함께할수도 없음.,Male,60+,Conservative,No college
1064,자유롭게 선택할 수 있는 배움의 기회,Male,60+,Progressive,Some college or more
1067,신속,Male,60+,Progressive,Some college or more
1068,한국어도 유창하며 구직이 완료되어있는상태이고 한국에 들어와서 정착하고 산다면 별 해가되는 일이 없어보이기 때문입니다,Male,18-29,Centrist,No college
1069,일본 출신자는 안됨.,Male,60+,Conservative,Some college or more
1073,동포,Male,60+,Conservative,No college
1076,한국어 사용의 유창성,Female,40-49,Progressive,Some college or more
1078,공부하는 데 많은 도움이 될 것 같다,Female,50-59,Conservative,Some college or more
1081,국내에 적을을 더 잘할 것 같아서,Female,40-49,Conservative,Some college or more
1085,희망직업이 간호사여서,Male,60+,Progressive,Some college or more
1086,언어때문허가,Male,50-59,Centrist,Some college or more
1101,이유없음,Male,18-29,Centrist,Some college or more
1117,농부라서,Female,50-59,Conservative,Some college or more
1121,직업,Male,60+,Progressive,Some college or more
1128,충분한 이민 사유가 될 것 같아서,Male,60+,Centrist,Some college or more
1130,저개발국출신,Male,60+,Centrist,Some college or more
1135,취업이 보장됨,Male,40-49,Centrist,Some college or more
1139,여러 가능성을 두자는,Female,40-49,Conservative,Some college or more
1146,한국어,Male,60+,Progressive,Some college or more
1157,여성,Male,40-49,Centrist,Some college or more
1162,직업적 안정성때문,Female,18-29,Conservative,Some college or more
1170,선호하지는 않는다,Female,40-49,Conservative,No college
1177,"여성선호, 간호사 등 우리나라 부족인력에 대한 구직계획을 가진자",Male,30-39,Progressive,Some college or more
1183,선호 안함,Male,60+,Centrist,Some college or more
1194,한국어 가능 여부와 구직자가 별로 없는 직종 종사자인지를 위주로 보았음,Male,30-39,Progressive,Some college or more
1199,구직활동을 하고자 하는 노력이 있음.,Female,30-39,Centrist,Some college or more
1210,한국에 정작 적응 완료,Male,30-39,Progressive,Some college or more
1212,공부목적이여서,Female,30-39,Progressive,Some college or more
1215,망명을 원하는 자는 필히 허가해줘야 한다,Female,40-49,Centrist,Some college or more
1217,구직계획이 있어서,Female,50-59,Progressive,Some college or more
1062,한국어를 유창하게 함,Female,50-59,Centrist,Some college or more
1222,같은 민족이 좋아요,Male,60+,Centrist,Some college or more
1232,언어 소통이 가능하므로..,Male,60+,Progressive,No college
1233,직무에 적합할 것 같다. 이질감이 없다.,Male,30-39,Progressive,Some college or more
1234,가장 무난해 보였다,Male,40-49,Centrist,Some college or more
1236,의사이므로,Female,60+,Conservative,Some college or more
1249,같은민족,Female,40-49,Centrist,No college
1262,동포,Female,18-29,Progressive,Some college or more
1267,한국어를 잘 함,Female,50-59,Conservative,Some college or more
1272,도움이 되어서,Male,30-39,Centrist,Some college or more
1275,"역사적, 정치적 충돌이 덜함",Male,40-49,Progressive,Some college or more
1279,별문제가 되지않을것같아서,Female,50-59,Conservative,No college
1282,동남아 이민자가 더 호감이 가고 북아메리카 이민자에 대한 거부감,Male,40-49,Centrist,No college
1285,확실한 직업과 한국어를 할려는 노력,Male,40-49,Centrist,Some college or more
1287,우리나라에 기여할 것 같아서,Male,60+,Conservative,Some college or more
1290,한국어를 유창하게 잘하므로,Female,50-59,Conservative,No college
1292,일본인은 좀 난해한거 같아서,Female,60+,Progressive,No college
1296,나라에 따라 달라짐,Male,30-39,Progressive,Some college or more
1303,이민 자격이 더 있는 거 같다,Female,18-29,Progressive,Some college or more
1308,정착가능성여부,Male,60+,Conservative,Some college or more
1309,"국적, 직업이 호감이 가고 언어가 유창하여",Female,40-49,Progressive,Some college or more
1310,인류애,Male,60+,Progressive,Some college or more
1311,동포라서 선호함,Male,50-59,Progressive,Some college or more
1315,입국 이유가 분명한 편이고 한국어를 사용할 줄 알아서,Female,18-29,Centrist,Some college or more
1321,문화정서적으로통하고 국민성이비슷면이있어서 이주후에 적응이 빠를것같다,Female,50-59,Centrist,No college
1322,두 이민자 분 중에 선택하기 어려웠다 한국어를 유창하게 한다는 점에서 중국분에게 점수를 줬지만 베트남 분은 간호사이며 취업의지가 있다는 점에서 선택하기 어려웠다 언어적인 측면 또한 국가 와의 관계를 생각했다,Male,30-39,Centrist,Some college or more
1328,취업문이 좁은 우리나라 일자리 줄어들어 더힘들지 않을까 염려되는 마음,Female,50-59,Centrist,No college
1329,한국말을 할줄 알아서 소통이 잘될거 같음.,Male,40-49,Progressive,Some college or more
1334,딱히 선호하진 않지만 보기중에서 선택한 사항임,Female,40-49,Conservative,Some college or more
1339,계약을 완료했으니까,Female,40-49,Centrist,Some college or more
1348,직업유무,Female,18-29,Centrist,Some college or more
1359,"한국어 잘함, 취업계획이 있음",Male,30-39,Conservative,Some college or more
1371,신뢰,Female,60+,Conservative,No college
1375,한국어구사능력,Male,30-39,Conservative,No college
1383,상황이 이민이 더 필요한 경우,Female,40-49,Centrist,No college
1384,국적,Female,18-29,Centrist,Some college or more
1386,둘다 싫었습니다,Male,30-39,Centrist,No college
1393,동포는 도와야 한다,Female,50-59,Progressive,Some college or more
1402,한국어 사용이 유창하기 때문에,Female,30-39,Centrist,Some college or more
1411,의사,Male,30-39,Centrist,No college
1423,특별한 이유는 없음,Female,40-49,Centrist,Some college or more
1428,같은 동포라서,Male,40-49,Progressive,Some college or more
1431,같은 민족이라서,Female,50-59,Progressive,Some college or more
1432,좋아서,Male,18-29,Centrist,No college
1434,동족,Male,60+,Progressive,No college
1436,좋아서,Male,30-39,Centrist,No college
1444,한국어 가능,Male,60+,Centrist,Some college or more
1456,0,Male,60+,Progressive,Some college or more
1457,안전,Male,30-39,Conservative,Some college or more
1463,신원의 확실성,Male,60+,Conservative,Some college or more
1464,취업 동포,Male,40-49,Progressive,Some college or more
1467,농촌인부 부족,Male,60+,Centrist,Some college or more
1470,기술직은 한국 기술및 경제발전에 도움이 될 가능성이 있음,Male,60+,Centrist,Some college or more
1472,직업이 확실하고 북한인이여서,Male,30-39,Progressive,Some college or more
1498,언어의 유창성,Female,18-29,Centrist,Some college or more
1507,한민족,Male,50-59,Centrist,Some college or more
1509,북한 사람 이어서,Female,40-49,Centrist,Some college or more
1517,적합한 자격,Female,50-59,Centrist,Some college or more
1549,망명이나 공부를 위해 우리나라에 찾아와 구직계획까지 세워있어서,Female,18-29,Centrist,Some college or more
1551,우리 나라를 원하고 있기에 했읍니다,Female,50-59,Centrist,No college
1553,"인권존중,자유롭게살권리존중",Female,30-39,Conservative,Some college or more
1558,더끌린쪽에투표함,Female,60+,Centrist,No college
1567,교사라는 직업이 마음에 든다,Female,40-49,Centrist,Some college or more
1569,없음,Female,40-49,Centrist,Some college or more
1577,별 이유 없음,Female,18-29,Progressive,No college
1578,미국이니까,Male,30-39,Centrist,Some college or more
1586,한국어에 능통하다,Female,40-49,Centrist,Some college or more
1589,마음이 더 끌린다,Female,40-49,Centrist,No college
1592,신청자1보다는 이주의 필요성이 더 높은 것 같아서,Female,30-39,Centrist,Some college or more
1602,교사로써 계약이 되어있으므로 구직이 바로 되어 나라에 도움이 될 것이다.,Male,30-39,Progressive,Some college or more
1610,대한민국에 대한 언어를 습득할려고 하는 노력과 직업을 구했다는,Female,50-59,Conservative,Some college or more
1613,선호하진 않는다 다만 중국인이 호감이 안가서,Male,30-39,Centrist,Some college or more
1624,같은 동포이기때문.,Male,50-59,Progressive,Some college or more
1632,재정착이고 단기근무가 아니기 대문,Female,18-29,Centrist,No college
1637,선호한다기보다 그나마 나은상황,Female,60+,Centrist,Some college or more
1638,학업의 중요성,Male,30-39,Progressive,Some college or more
1057,좀 더 편한 상대,Female,40-49,Centrist,No college
1653,인도적인 차원에서,Female,50-59,Centrist,No college
1660,그냥,Female,18-29,Centrist,No college
1662,아무래도 동포가 가까워서,Female,50-59,Progressive,Some college or more
1669,확실한 직업을 소지한자,Female,60+,Conservative,Some college or more
1687,교사라서,Female,18-29,Centrist,No college
1690,배트남 이민자에 대한 좋은 이미지,Male,40-49,Conservative,Some college or more
1693,사회보탬,Male,30-39,Conservative,No college
1698,선호하는 국가임,Male,50-59,Conservative,Some college or more
1704,능력,Female,50-59,Centrist,No college
1706,객관적으로 생각을하면 그냥 제3국에 정착을 한다는것은 이해하기가 어렵다. 자국을 탈피하여 3국에서 직업을 찾는다든가 또 공부를 목적으로 온다면 가능하겠지만.... 현재 우리나라 사정을 고려한다면 유학또는 공부를 핑계로 입국하여서 기간이 지나면 불법체류자가 되는 현실이 안타깝기 때문에 또 이런 분류의 사람들로 인하여 내국인의 국내 고용상황이 어려워지기 때문이다.,Male,50-59,Centrist,No college
1709,인도적,Male,50-59,Conservative,Some college or more
1716,우리의 동포이고 유창한 한국말을 구사할줄 알기때문에 더 선호합니다.,Female,50-59,Centrist,No college
1738,산업 발전에 도울 될 것 같음,Male,50-59,Conservative,Some college or more
1736,확실한 신원보장,Male,50-59,Centrist,No college
1740,그냥,Female,50-59,Centrist,No college
1748,한국어를 할줄암.,Male,30-39,Progressive,Some college or more
1764,비밀,Male,30-39,Centrist,Some college or more
1770,..,Male,50-59,Centrist,Some college or more
1779,동포이고 기술도 가지고 있으므로,Male,40-49,Conservative,Some college or more
1781,소통이 될 것 같아서,Female,40-49,Centrist,Some college or more
1783,ㄴ,Female,50-59,Conservative,Some college or more
1789,같은동포라서,Female,50-59,Centrist,Some college or more
1791,"민족성,우호국가",Male,50-59,Progressive,Some college or more
1807,동질감과 노력하는 모습,Male,50-59,Progressive,Some college or more
1812,민족주의,Male,50-59,Progressive,Some college or more
1817,특별한 이유 없다,Female,40-49,Conservative,Some college or more
1819,신뢰,Female,60+,Conservative,Some college or more
1824,한국에서는 간호사가 조금 더 이민을 하는데 쉬울거 같아서,Female,18-29,Centrist,Some college or more
957,구직계획이 확실하냐를 우선으로 했음,Female,50-59,Centrist,Some college or more
1827,직업이 분명해서 불법체류가 될 확률이 적을거 같다,Male,30-39,Conservative,Some college or more
1840,각국의 경제력 인식,Female,60+,Centrist,No college
1872,한국어 능력,Male,30-39,Progressive,Some college or more
1874,"고용주와 계약이 되었고, 한국에서 살려고 하는 의도가 확실하기 때문",Female,30-39,Progressive,Some college or more
1881,북한 주민은 우리 동포이니까,Female,50-59,Progressive,Some college or more
1892,동포,Female,50-59,Centrist,Some college or more
1903,그게 좋아보여서,Female,40-49,Centrist,Some college or more
1904,dma,Female,40-49,Conservative,Some college or more
1911,동포니까,Male,50-59,Progressive,Some college or more
1926,한국사회에 피해를 끼칠 우려가 적고 사회에 잘 융화되어 살 수 있을 것 같다,Male,30-39,Centrist,Some college or more
1928,유창한 한국어 구사,Female,30-39,Progressive,Some college or more
1932,한국에 적응할 의지가 있는지 여부,Female,50-59,Centrist,No college
1935,직업 및 취업계획,Male,60+,Centrist,No college
1966,국적과 희망직업이 안전한 이민자 같다,Male,30-39,Progressive,Some college or more
1971,기술직,Male,60+,Centrist,Some college or more
1985,더 신뢰가 가는 인물같아서,Female,30-39,Centrist,Some college or more
1998,인간은 평등하고 어느나라에서나 살 수 있는 권리가 있기 때문에,Female,60+,Centrist,Some college or more
2004,그냥,Male,40-49,Conservative,No college
2010,그냥,Female,60+,Centrist,No college
2011,위화감이 덜 느껴져서,Female,30-39,Centrist,Some college or more
2023,ㄴㅇㄹ호,Female,60+,Centrist,Some college or more
2046,특별한 이유없음,Male,50-59,Centrist,Some college or more
2051,여성이며 동포임,Male,60+,Conservative,No college
2062,무무무,Female,60+,Progressive,No college
2074,미국 국적이라,Female,60+,Centrist,No college
2076,이미 한국인 고용주와 계약이 되어 있어서 더 안정적으로 정착할 것 같다.,Female,60+,Centrist,No college
2078,같은 민족으로 동조화 쉬움.,Male,50-59,Progressive,Some college or more
2081,그걸선호해서,Female,60+,Centrist,Some college or more
2087,국내에 필요한 인력이라고 생각한다,Female,60+,Conservative,Some college or more
2088,신원확인의 용이함,Female,60+,Conservative,No college
2089,국적,Female,60+,Centrist,No college
2091,언어소통에별문제사없으메취업되어우리나라에정착하는데문제가최소할것같음,Male,50-59,Progressive,Some college or more
2092,민족정서 고려,Female,60+,Conservative,No college
2095,언어 소통 가능한점,Female,60+,Conservative,Some college or more
2096,특별히 선호하는것 보다 이민을 허가하는 편임,Female,60+,Centrist,No college
2097,북한사람만 아니면 됨 중국이나 베트남도 선호하지 않지만 북한사람은 더더욱 싫음,Female,60+,Progressive,No college
2098,"직업종류에따라 선택하고, 나라 이미지에 선택했음",Female,60+,Centrist,No college
2100,직업(연구과학자),Female,60+,Centrist,Some college or more
2101,분단된 우리민족이므로,Female,60+,Centrist,Some college or more
2104,고용주와 계약되어 있어,Male,50-59,Progressive,Some college or more
2105,직업이 의사여서,Female,60+,Conservative,No college
2107,한국어를 할줄아는 사람.,Female,60+,Conservative,No college
2111,망명이고 고용계약이 완료됨,Female,60+,Conservative,Some college or more
2114,북이 싫어 망명했으며 미래사회에 적응하기 쉬운 컴퓨터프로그래머로서 정착이 쉬울것 같다,Female,60+,Conservative,Some college or more
2113,이민준비가 되어 있어서.,Female,60+,Conservative,No college
2112,한국 사회에 적응이 가능하고 국가에 듣이됨,Female,60+,Centrist,Some college or more
2118,일하면세금내니깐요,Female,30-39,Centrist,Some college or more
2120,동포란 점이 이민자 허가의 중요한 요인입니다,Female,60+,Conservative,Some college or more
2121,한국에 위협이 되는 대상은 제외했다 잘 적응 가능한 한국어 능통자 또는 한국어를 구사하기 위해 노력하는 자 선택,Female,60+,Centrist,Some college or more
2122,그냥싫으니깐,Female,50-59,Conservative,No college
2123,예맨보다 나을거같다,Female,60+,Progressive,Some college or more
2124,마음에 들어서,Female,50-59,Progressive,Some college or more
2125,"조금이라도 한국어 사용, 공부",Female,60+,Progressive,No college
2129,특별히 없어요,Female,60+,Centrist,No college
2130,우리나라 근로자의 이익을 침해하지 않는 선에서 근무할 수 있다고 생각함,Female,60+,Centrist,Some college or more
2131,1번 후보는 북한 출신임에도 불구하고 한국말을 하지 못하는 이유가 석연치 않음,Male,50-59,Progressive,Some college or more
2132,"취업은 자유로울 수 있으나, 망명은 신중하게 받아들여야함",Male,60+,Centrist,Some college or more
2134,같은민족,Female,60+,Centrist,Some college or more
2135,고학력자,Female,60+,Conservative,No college
2137,좋아서,Female,60+,Conservative,Some college or more
2138,학력이 좋다,Female,30-39,Progressive,No college
2139,우리나라에 필요한사람,Female,50-59,Centrist,No college
2140,국가의 이미지로 판단하였음,Female,60+,Centrist,No college
2143,이민의 뜻이 확고한 것 같다,Female,60+,Progressive,Some college or more
2147,국적차이 때문,Female,50-59,Centrist,Some college or more
2148,망명자 우선적 배려 필요,Female,60+,Progressive,Some college or more
2149,출신국가,Male,60+,Conservative,No college
2150,전문직이라 신뢰가 높아서,Female,60+,Conservative,Some college or more
2151,구직채용계약이 되어있고 동포이므로,Female,40-49,Progressive,Some college or more
2154,북한과는 관계개선후 차후로,Female,60+,Centrist,Some college or more
2155,별 차이는 없다,Female,60+,Centrist,No college
2157,친근해서,Female,60+,Progressive,Some college or more
2162,호감이가서,Female,50-59,Progressive,No college
2163,여성이라서,Female,60+,Centrist,Some college or more
2167,상대적으로 선택하지 않은 후보자보다 호감이 가서,Female,50-59,Centrist,Some college or more
2170,구직활동,Female,60+,Progressive,Some college or more
2174,정확한 사유가 필요함,Female,60+,Centrist,Some college or more
2175,적응을 잘 할 것 같아서,Male,60+,Centrist,Some college or more
2180,없다,Female,60+,Centrist,Some college or more
2184,친근한 느낌이 들어서,Female,60+,Conservative,No college
2186,모든 인종에 대해 포용하는 것이 바람직해서,Female,60+,Centrist,No college
2189,자국에서의 적응 능력,Male,60+,Centrist,Some college or more
2194,없음,Female,50-59,Conservative,Some college or more
2197,기술,Female,50-59,Centrist,Some college or more
2202,없음,Male,50-59,Conservative,Some college or more
2204,직장이 정해졌으므로.,Male,60+,Centrist,Some college or more
2212,취업이 완료되어,Female,60+,Conservative,No college
2219,더 나아 보여서,Female,60+,Centrist,No college
2220,이유없음,Female,60+,Centrist,Some college or more
2224,사회의 일원으로 도움이 될것같다,Female,60+,Conservative,No college
2229,같은 민족 동포라서 잘 어룰릴 것,Female,60+,Conservative,No college
2234,착하고 성실할 것같다.,Female,60+,Centrist,Some college or more
2235,조건이 더 좋아서,Male,50-59,Progressive,Some college or more
2243,곧 정착할수 있을 것 같아서,Female,60+,Centrist,Some college or more
2245,고용확정,Female,60+,Conservative,No college
2260,비슷,Female,60+,Centrist,No college
2273,정착이 안정적일것같다,Female,60+,Centrist,No college
2280,선진국 사람이라,Female,60+,Centrist,Some college or more
2299,"방금선택한 후보가 북한사람 아니었던가요? 북한사람이면, 지금 언어가 잘 통하지 않아도, 북한은 우리랑 같은민족이므로, 언어,성별등 다른 조건이 불리해도, 다른 나라사람보다 우선시되었음합니다.",Female,60+,Centrist,No college
2315,위험하지 않을거 같아서,Female,60+,Conservative,No college
2316,선택하고싶어서 햇습니다,Female,60+,Progressive,Some college or more
2341,취업 완료 상태 때문에,Female,60+,Conservative,No college
2343,실력이 더 좋다,Female,60+,Conservative,Some college or more
2353,일본적대감 북한동포애,Female,60+,Conservative,No college
2357,구직과 언어 모두 준비를 성실히 한것같아서,Female,30-39,Progressive,Some college or more
2363,미국 여성이라 안전할것 같아서,Female,60+,Conservative,Some college or more
2364,거짓없이 기록한 것 같아서,Female,60+,Conservative,No college
2372,아시아인이라 한국인 정서가 비슷해서 문제 될게 없다.,Female,60+,Progressive,Some college or more
2377,내국인들이 가장 힘들어하는 부분이여서입니다,Female,60+,Centrist,No college
2380,저임금,Male,50-59,Conservative,Some college or more
2404,동포,Female,60+,Progressive,Some college or more
2407,그냥,Female,60+,Centrist,Some college or more
2409,농촌일손 부족,Female,60+,Progressive,Some college or more
2762,특별히 선호하지 않음,Female,60+,Centrist,Some college or more
2787,이유없습,Female,60+,Progressive,No college
2815,선택지가 좁다,Male,40-49,Centrist,Some college or more
2817,정착에 필요한 언어 습득 및 구직 계획 등,Female,30-39,Centrist,No college
2818,우리나라에서 살고 싶어하고 어느 정도 자격 요건도 갖추고 있으므로,Male,40-49,Centrist,Some college or more
2822,같은 민족인 이유도 있고 중국인은 좋은 이미지가 아니어서 북한 선택,Male,40-49,Centrist,Some college or more
2823,우리에게 도움이 될 수 있을 것 같다.,Female,40-49,Progressive,Some college or more
2913,특별한 이유는 없음,Female,60+,Centrist,Some college or more
2920,없네요,Female,60+,Conservative,No college
2937,우리나라에 이득이 될 것 같아서...,Male,30-39,Centrist,Some college or more
2939,두명은 보육교사로 오는 것에 대해서 현재 한국에서 근무하는 보육교사들의 이미지로 인해 자녀를 맡기기 어려울 것 같고 다른 한명은 농부로써 현재 농촌에 일손이 부족하여서 선호하게 되었음,Male,30-39,Centrist,Some college or more
3023,학업적으로 높기때문에,Female,60+,Centrist,Some college or more
3029,한국어 사용,Female,60+,Centrist,No college
3039,신분 및 목적이 확실하며 국익에 도움이 될꺼라 판단됨,Female,60+,Conservative,Some college or more
3050,면접까지 통과되었기 때문에,Female,60+,Progressive,Some college or more
